id,user_id,page_name,page_path,session_id,ip_address,user_agent,viewed_at,duration_seconds,left_at
167,1,Settings,/settings,session-1754445827648-jn39nmxk3,,,2025-08-06T02:54:35.850000,,
168,1,Settings,/settings,session-1754445827648-jn39nmxk3,,,2025-08-06T02:56:08.823333,,
169,1,Homepage,/,session-1754480169165-b6kiolt7a,,,2025-08-06T11:36:09.933333,,
170,1,Settings,/settings,session-1754445827648-jn39nmxk3,,,2025-08-06T13:20:43.600000,,
171,1,Settings,/settings,session-1754445827648-jn39nmxk3,,,2025-08-06T13:22:14.720000,,
172,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:23:47.216666,,
173,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:23:47.646666,,
174,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:23:49.200000,,
175,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:23:49.643333,,
176,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:23:50.726666,,
177,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:23:53.800000,,
178,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:23:54.260000,,
179,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:23:57.576666,,
180,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:43:53.716666,,
181,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:45:32.590000,,
182,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:45:44.476666,,
183,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:46:21.003333,,
184,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:46:50.360000,,
185,1,Homepage,/,session-1754486455488-7qkq5uihg,,,2025-08-06T13:46:50.780000,,
186,1,State Legislation Overview,/state-legislation,session-1754491314883-n1cxkwptd,,,2025-08-06T14:41:55.420000,,
187,1,State Legislation Overview,/state-legislation,session-1754491314883-n1cxkwptd,,,2025-08-06T14:41:55.866666,,
188,1,Homepage,/,session-1754491314883-n1cxkwptd,,,2025-08-06T14:42:04.853333,,
189,1,Homepage,/,session-1754491314883-n1cxkwptd,,,2025-08-06T14:42:05.296666,,
190,1,Homepage,/,session-1754491314883-n1cxkwptd,,,2025-08-06T14:52:26.886666,,
191,1,Homepage,/,session-1754491314883-n1cxkwptd,,,2025-08-06T14:52:27.310000,,
192,1,Homepage,/,session-1754492007243-gmi0mcfr4,,,2025-08-06T14:53:29.780000,,
193,1,Homepage,/,session-1754492007243-gmi0mcfr4,,,2025-08-06T14:53:30.206666,,
194,1,Homepage,/,session-1754492014818-9somsgjqp,,,2025-08-06T14:53:37.280000,,
195,1,Homepage,/,session-1754492014818-9somsgjqp,,,2025-08-06T14:53:37.706666,,
196,1,Homepage,/,session-1754492084366-iwcyn5n9x,,,2025-08-06T14:54:46.890000,,
197,1,Homepage,/,session-1754492084366-iwcyn5n9x,,,2025-08-06T14:54:47.313333,,
198,1,Homepage,/,session-1754492140700-xt784wk2k,,,2025-08-06T14:55:41.160000,,
199,1,State Legislation Overview,/state-legislation,session-1754492140700-xt784wk2k,,,2025-08-06T14:59:40.220000,,
200,1,State Legislation Overview,/state-legislation,session-1754492140700-xt784wk2k,,,2025-08-06T14:59:40.660000,,
201,1,State Legislation Overview,/state-legislation,session-1754492140700-xt784wk2k,,,2025-08-06T15:08:34.193333,,
202,1,State Legislation Overview,/state-legislation,session-1754492140700-xt784wk2k,,,2025-08-06T15:08:34.623333,,
203,1,State Legislation - California,/state/california,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:10:44.026666,,
204,1,State Legislation - California,/state/california,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:10:45.900000,,
205,1,State Legislation - California,/state/california,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:11:29.040000,,
206,1,State Legislation - Texas,/state/texas,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:11:52.783333,,
207,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:12:00.153333,,
208,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:12:01.046666,,
209,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:16:33.703333,,
210,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:18:05.220000,,
211,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:19:36.703333,,
212,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:19:52.406666,,
213,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:20:08.583333,,
214,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:20:09.136666,,
215,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:20:09.670000,,
216,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:21:40.876666,,
217,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:21:41.753333,,
218,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:23:12.400000,,
219,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:23:12.830000,,
220,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:23:13.693333,,
221,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:24:44.313333,,
222,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:24:44.783333,,
223,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:24:45.246666,,
224,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:24:45.670000,,
225,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:26:16.816666,,
226,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:26:17.286666,,
227,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:26:17.710000,,
228,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:27:49,,
229,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:27:49.910000,,
230,1,Settings,/settings,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:20.620000,,
231,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:21.186666,,
232,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:21.700000,,
233,1,State Legislation Overview,/state-legislation,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:22.590000,,
234,1,State Legislation Overview,/state-legislation,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:23.300000,,
235,1,State Legislation - California,/state/california,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:24.256666,,
236,1,State Legislation - California,/state/california,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:26.030000,,
237,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:27.780000,,
